PA	SP	Score	sentence_num	url
Litigation	Product Liability	1	4	http://christieyoung.com/william-m-connor/
Litigation	Product Liability	1	4	http://christieyoung.com/william-m-connor/
Litigation	Product Liability	1	4	http://christieyoung.com/william-m-connor/
Litigation	Product Liability	1	4	http://christieyoung.com/william-m-connor/
Litigation	Trade Secrets	1	1	http://ciklinlubitz.com/attorney/jason-s-haselkorn/
Litigation	Trade Secrets	1	1	http://ciklinlubitz.com/attorney/jason-s-haselkorn/
Litigation	Trade Secrets	1	1	http://ciklinlubitz.com/attorney/jason-s-haselkorn/
Litigation	Trade Secrets	1	1	http://ciklinlubitz.com/attorney/jason-s-haselkorn/
Intellectual Property	Trade Secrets	1	1	http://ciklinlubitz.com/attorney/jason-s-haselkorn/
Intellectual Property	Trade Secrets	1	1	http://ciklinlubitz.com/attorney/jason-s-haselkorn/
Intellectual Property	Trade Secrets	1	1	http://ciklinlubitz.com/attorney/jason-s-haselkorn/
Intellectual Property	Trade Secrets	1	1	http://ciklinlubitz.com/attorney/jason-s-haselkorn/
Litigation	Trade Secrets	1	5	http://ckdqlaw.com/attorneys/staceyfgottlieb/
Intellectual Property	Trade Secrets	1	5	http://ckdqlaw.com/attorneys/staceyfgottlieb/
Litigation	Product Liability	1	2	http://clarkpartington.com/professional/dennis-k-larry/
Litigation	Product Liability	1	7	http://clifford-brownlaw.com/2011/11/07/stephen-j-clifford-2/
Litigation	Product Liability	1	7	http://clifford-brownlaw.com/2011/11/07/stephen-j-clifford-2/
Litigation	Product Liability	1	5	http://clifford-brownlaw.com/2012/01/02/patrick-j-osborn/
Corporate	Non-Profit	1	10	http://clarkcampbell-law.com/attorneys/anthony-a-velardi/
Banking	Derivatives	1	8	http://clarkpartington.com/professional/bruce-d-partington/
Corporate	Derivatives	1	8	http://clarkpartington.com/professional/bruce-d-partington/
Corporate	Non-Profit	1	8	http://clarkpartington.com/professional/carolyn-richardson-ward/
Corporate	Non-Profit	1	1	http://clarkpartington.com/professional/farrar-j-barker/
Corporate	Non-Profit	1	1	http://clarkpartington.com/professional/farrar-j-barker/
Corporate	Non-Profit	1	1	http://clarkpartington.com/professional/farrar-j-barker/
Corporate	Non-Profit	1	12	http://clarkpartington.com/professional/farrar-j-barker/
Corporate	Non-Profit	1	12	http://clarkpartington.com/professional/farrar-j-barker/
Corporate	Non-Profit	1	12	http://clarkpartington.com/professional/farrar-j-barker/
Corporate	Non-Profit	1	12	http://clarkpartington.com/professional/farrar-j-barker/
Corporate	Non-Profit	1	12	http://clarkpartington.com/professional/farrar-j-barker/
Health Care	Medicare	1	2	http://clarkpartington.com/professional/glenn-e-lovett/
Health Care	Medicare	1	2	http://clarkpartington.com/professional/glenn-e-lovett/
Banking	Derivatives	1	4	http://clarkpartington.com/professional/william-e-bond-jr/
Banking	Derivatives	1	4	http://clarkpartington.com/professional/william-e-bond-jr/
Banking	Derivatives	1	4	http://clarkpartington.com/professional/william-e-bond-jr/
Corporate	Derivatives	1	4	http://clarkpartington.com/professional/william-e-bond-jr/
Corporate	Derivatives	1	4	http://clarkpartington.com/professional/william-e-bond-jr/
Corporate	Derivatives	1	4	http://clarkpartington.com/professional/william-e-bond-jr/
Entertainment & Media	FCC	1	7	http://constantinecannon.com/blog/attorneys/seth-d-greenstein
Entertainment & Media	FCC	1	7	http://constantinecannon.com/blog/attorneys/seth-d-greenstein
Government	FCC	1	7	http://constantinecannon.com/blog/attorneys/seth-d-greenstein
Government	FCC	1	7	http://constantinecannon.com/blog/attorneys/seth-d-greenstein
Entertainment & Media	Advertising/Marketing	1	2	http://constantinecannon.com/blog/attorneys/jan-friedman-constantine
Entertainment & Media	Advertising/Marketing	1	2	http://constantinecannon.com/blog/attorneys/jan-friedman-constantine
Entertainment & Media	Advertising/Marketing	1	2	http://constantinecannon.com/blog/attorneys/jan-friedman-constantine
Entertainment & Media	Advertising/Marketing	1	2	http://constantinecannon.com/blog/attorneys/jan-friedman-constantine
Intellectual Property	Hatch Waxman	5	4	http://constantinecannon.com/blog/attorneys/ankur-kapoor
Intellectual Property	Hatch Waxman	5	4	http://constantinecannon.com/blog/attorneys/ankur-kapoor
Intellectual Property	Hatch Waxman	5	8	http://constantinecannon.com/blog/attorneys/lloyd-constantine/
Banking	Payment Systems	1	4	http://constantinecannon.com/blog/attorneys/alysia-a-solow
Health Care	Medicare	1	3	http://constantinecannon.com/blog/attorneys/ari-yampolsky
Banking	Payment Systems	1	2	http://constantinecannon.com/blog/attorneys/jeffrey-i-shinder/
Banking	Payment Systems	1	2	http://constantinecannon.com/blog/attorneys/jeffrey-i-shinder/
Health Care	Medicare	1	5	http://constantinecannon.com/blog/attorneys/mary-inman/
Banking	Payment Systems	1	4	http://constantinecannon.com/blog/attorneys/matthew-l-cantor
Banking	Payment Systems	1	3	http://constantinecannon.com/blog/attorneys/michelle-a-peters
Banking	Dodd-Frank	1	2	http://constantinecannon.com/blog/attorneys/jason-j-enzler
Banking	Dodd-Frank	1	2	http://constantinecannon.com/blog/attorneys/jason-j-enzler
Banking	Dodd-Frank	1	2	http://constantinecannon.com/blog/attorneys/jason-j-enzler
Banking	Dodd-Frank	1	2	http://constantinecannon.com/blog/attorneys/marlene-koury
Banking	Dodd-Frank	1	2	http://constantinecannon.com/blog/attorneys/marlene-koury
Banking	Dodd-Frank	1	2	http://constantinecannon.com/blog/attorneys/marlene-koury
Litigation	Trade Secrets	1	3	http://cookalex.com/raymond-mehler-profile
Litigation	Trade Secrets	1	3	http://cookalex.com/raymond-mehler-profile
Intellectual Property	Trade Secrets	1	3	http://cookalex.com/raymond-mehler-profile
Intellectual Property	Trade Secrets	1	3	http://cookalex.com/raymond-mehler-profile
Litigation	Product Liability	1	2	http://cousineaulaw.com/attorney/james-l-haigh
Litigation	Product Liability	1	2	http://cousineaulaw.com/attorney/james-l-haigh
Litigation	Product Liability	1	2	http://cousineaulaw.com/attorney/james-l-haigh
Litigation	Product Liability	1	2	http://cousineaulaw.com/attorney/james-l-haigh
Litigation	Product Liability	1	4	http://cousineaulaw.com/attorney/james-l-haigh
Litigation	Product Liability	1	4	http://cousineaulaw.com/attorney/james-l-haigh
Litigation	Product Liability	1	2	http://cousineaulaw.com/attorney/michael-w-mcnee
Litigation	Product Liability	1	2	http://cousineaulaw.com/attorney/michael-w-mcnee
Litigation	Product Liability	1	1	http://cousineaulaw.com/attorney/tamara-l-novotny
Litigation	Product Liability	1	2	http://cousineaulaw.com/attorney/tamara-l-novotny
Litigation	Product Liability	1	2	http://cousineaulaw.com/attorney/tamara-l-novotny
Corporate	Non-Profit	1	1	http://cousineaulaw.com/attorney/peter-g-van-bergen
Corporate	Non-Profit	1	1	http://cousineaulaw.com/attorney/peter-g-van-bergen
Health Care	Medicare	1	1	http://cousineaulaw.com/attorney/whitney-l-teel
Health Care	Medicare	1	1	http://cousineaulaw.com/attorney/whitney-l-teel
Health Care	Medicare	1	1	http://cousineaulaw.com/attorney/whitney-l-teel
Health Care	Medicare	1	1	http://cousineaulaw.com/attorney/whitney-l-teel
Health Care	Medicare	1	4	http://cousineaulaw.com/attorney/whitney-l-teel
Health Care	Medicare	1	4	http://cousineaulaw.com/attorney/whitney-l-teel
Health Care	Medicare	1	4	http://cousineaulaw.com/attorney/whitney-l-teel
Health Care	Medicare	1	4	http://cousineaulaw.com/attorney/whitney-l-teel
Health Care	Medicare	1	8	http://cousineaulaw.com/attorney/whitney-l-teel
Health Care	Medicare	1	10	http://cousineaulaw.com/attorney/whitney-l-teel
Health Care	Medicare	1	10	http://cousineaulaw.com/attorney/whitney-l-teel
Health Care	Medicare	1	10	http://cousineaulaw.com/attorney/whitney-l-teel
Health Care	Medicare	1	10	http://cousineaulaw.com/attorney/whitney-l-teel
Health Care	Medicare	1	10	http://cousineaulaw.com/attorney/whitney-l-teel
Litigation	Trade Secrets	1	1	http://ctks.com/attorneys/matthew-m-kite/
Intellectual Property	Trade Secrets	1	1	http://ctks.com/attorneys/matthew-m-kite/
Litigation	Product Liability	1	8	http://crayhuber.com/attorney-profiles/daniel-k-cray/
Litigation	Product Liability	1	11	http://crayhuber.com/attorney-profiles/daniel-k-cray/
Litigation	Product Liability	1	11	http://crayhuber.com/attorney-profiles/daniel-k-cray/
Litigation	Product Liability	1	11	http://crayhuber.com/attorney-profiles/daniel-k-cray/
Litigation	Product Liability	1	11	http://crayhuber.com/attorney-profiles/daniel-k-cray/
Litigation	Product Liability	1	28	http://crayhuber.com/attorney-profiles/daniel-k-cray/
Litigation	Product Liability	1	5	http://crayhuber.com/attorney-profiles/michael-d-huber/
Litigation	Product Liability	1	21	http://crayhuber.com/attorney-profiles/michael-d-huber/
Litigation	Product Liability	1	1	http://crayhuber.com/attorney-profiles/zachary-g-shook/
Litigation	Product Liability	1	1	http://crayhuber.com/attorney-profiles/zachary-g-shook/
Litigation	Product Liability	1	1	http://crayhuber.com/attorney-profiles/zachary-g-shook/
Litigation	Product Liability	1	8	http://ctks.com/attorneys/jill-t-oshea/
Litigation	Product Liability	1	8	http://ctks.com/attorneys/jill-t-oshea/
Litigation	Product Liability	1	8	http://ctks.com/attorneys/jill-t-oshea/
Litigation	Product Liability	1	2	http://cuneolaw.com/team/katherine-van-dyck/
Litigation	Product Liability	1	2	http://cuneolaw.com/team/katherine-van-dyck/
Litigation	Product Liability	1	1	http://cuneolaw.com/team/william-h-anderson/
Litigation	Product Liability	1	1	http://cuneolaw.com/team/william-h-anderson/
Litigation	Product Liability	1	1	http://cuneolaw.com/team/william-h-anderson/
Banking	Derivatives	1	3	http://cuneolaw.com/team/matthew-e-miller/
Banking	Derivatives	1	3	http://cuneolaw.com/team/matthew-e-miller/
Banking	Derivatives	1	3	http://cuneolaw.com/team/matthew-e-miller/
Corporate	Derivatives	1	3	http://cuneolaw.com/team/matthew-e-miller/
Corporate	Derivatives	1	3	http://cuneolaw.com/team/matthew-e-miller/
Corporate	Derivatives	1	3	http://cuneolaw.com/team/matthew-e-miller/
Litigation	Trade Secrets	1	5	http://dbcllp.com/attorneys/david_rowe
Litigation	Trade Secrets	1	5	http://dbcllp.com/attorneys/david_rowe
Intellectual Property	Trade Secrets	1	5	http://dbcllp.com/attorneys/david_rowe
Intellectual Property	Trade Secrets	1	5	http://dbcllp.com/attorneys/david_rowe
Litigation	Trade Secrets	1	1	http://dbcllp.com/attorneys/howard_nirken
Litigation	Trade Secrets	1	1	http://dbcllp.com/attorneys/howard_nirken
Litigation	Trade Secrets	1	1	http://dbcllp.com/attorneys/howard_nirken
Litigation	Trade Secrets	1	1	http://dbcllp.com/attorneys/howard_nirken
Litigation	Trade Secrets	1	1	http://dbcllp.com/attorneys/howard_nirken
Litigation	Trade Secrets	1	1	http://dbcllp.com/attorneys/howard_nirken
Intellectual Property	Trade Secrets	1	1	http://dbcllp.com/attorneys/howard_nirken
Intellectual Property	Trade Secrets	1	1	http://dbcllp.com/attorneys/howard_nirken
Intellectual Property	Trade Secrets	1	1	http://dbcllp.com/attorneys/howard_nirken
Intellectual Property	Trade Secrets	1	1	http://dbcllp.com/attorneys/howard_nirken
Intellectual Property	Trade Secrets	1	1	http://dbcllp.com/attorneys/howard_nirken
Intellectual Property	Trade Secrets	1	1	http://dbcllp.com/attorneys/howard_nirken
Litigation	Trade Secrets	1	14	http://dbcllp.com/attorneys/millicent_lundburg
Litigation	Trade Secrets	1	14	http://dbcllp.com/attorneys/millicent_lundburg
Litigation	Trade Secrets	1	14	http://dbcllp.com/attorneys/millicent_lundburg
Litigation	Trade Secrets	1	14	http://dbcllp.com/attorneys/millicent_lundburg
Litigation	Trade Secrets	1	14	http://dbcllp.com/attorneys/millicent_lundburg
Litigation	Trade Secrets	1	14	http://dbcllp.com/attorneys/millicent_lundburg
Litigation	Trade Secrets	1	14	http://dbcllp.com/attorneys/millicent_lundburg
Intellectual Property	Trade Secrets	1	14	http://dbcllp.com/attorneys/millicent_lundburg
Intellectual Property	Trade Secrets	1	14	http://dbcllp.com/attorneys/millicent_lundburg
Intellectual Property	Trade Secrets	1	14	http://dbcllp.com/attorneys/millicent_lundburg
Intellectual Property	Trade Secrets	1	14	http://dbcllp.com/attorneys/millicent_lundburg
Intellectual Property	Trade Secrets	1	14	http://dbcllp.com/attorneys/millicent_lundburg
Intellectual Property	Trade Secrets	1	14	http://dbcllp.com/attorneys/millicent_lundburg
Intellectual Property	Trade Secrets	1	14	http://dbcllp.com/attorneys/millicent_lundburg
Corporate	Non-Profit	1	8	http://dbcllp.com/attorneys/kelly_kocurek
Corporate	Non-Profit	1	8	http://dbcllp.com/attorneys/kelly_kocurek
Corporate	Non-Profit	1	8	http://dbcllp.com/attorneys/kelly_kocurek
Corporate	Non-Profit	1	9	http://dbcllp.com/attorneys/michele_mobley
Corporate	Non-Profit	1	9	http://dbcllp.com/attorneys/michele_mobley
Health Care	Medicare	1	4	http://diazreus.com/attorneys/louis-v-martinez/
Litigation	Trade Secrets	1	17	http://donahue.com/attorneys/anne-hiaring-hocking/
Litigation	Trade Secrets	1	17	http://donahue.com/attorneys/anne-hiaring-hocking/
Intellectual Property	Trade Secrets	1	17	http://donahue.com/attorneys/anne-hiaring-hocking/
Intellectual Property	Trade Secrets	1	17	http://donahue.com/attorneys/anne-hiaring-hocking/
Litigation	Trade Secrets	1	5	http://dubllc.com/about-us/joy-d-mcmillen/
Litigation	Trade Secrets	1	5	http://dubllc.com/about-us/joy-d-mcmillen/
Litigation	Trade Secrets	1	5	http://dubllc.com/about-us/joy-d-mcmillen/
Litigation	Trade Secrets	1	5	http://dubllc.com/about-us/joy-d-mcmillen/
Litigation	Trade Secrets	1	5	http://dubllc.com/about-us/joy-d-mcmillen/
Litigation	Trade Secrets	1	5	http://dubllc.com/about-us/joy-d-mcmillen/
Litigation	Trade Secrets	1	5	http://dubllc.com/about-us/joy-d-mcmillen/
Litigation	Trade Secrets	1	5	http://dubllc.com/about-us/joy-d-mcmillen/
Litigation	Trade Secrets	1	5	http://dubllc.com/about-us/joy-d-mcmillen/
Litigation	Trade Secrets	1	5	http://dubllc.com/about-us/joy-d-mcmillen/
Litigation	Trade Secrets	1	5	http://dubllc.com/about-us/joy-d-mcmillen/
Intellectual Property	Trade Secrets	1	5	http://dubllc.com/about-us/joy-d-mcmillen/
Intellectual Property	Trade Secrets	1	5	http://dubllc.com/about-us/joy-d-mcmillen/
Intellectual Property	Trade Secrets	1	5	http://dubllc.com/about-us/joy-d-mcmillen/
Intellectual Property	Trade Secrets	1	5	http://dubllc.com/about-us/joy-d-mcmillen/
Intellectual Property	Trade Secrets	1	5	http://dubllc.com/about-us/joy-d-mcmillen/
Intellectual Property	Trade Secrets	1	5	http://dubllc.com/about-us/joy-d-mcmillen/
Intellectual Property	Trade Secrets	1	5	http://dubllc.com/about-us/joy-d-mcmillen/
Intellectual Property	Trade Secrets	1	5	http://dubllc.com/about-us/joy-d-mcmillen/
Intellectual Property	Trade Secrets	1	5	http://dubllc.com/about-us/joy-d-mcmillen/
Intellectual Property	Trade Secrets	1	5	http://dubllc.com/about-us/joy-d-mcmillen/
Intellectual Property	Trade Secrets	1	5	http://dubllc.com/about-us/joy-d-mcmillen/
Litigation	Trade Secrets	1	1	http://dubllc.com/about-us/laurel-pope-boone/
Litigation	Trade Secrets	1	1	http://dubllc.com/about-us/laurel-pope-boone/
Intellectual Property	Trade Secrets	1	1	http://dubllc.com/about-us/laurel-pope-boone/
Intellectual Property	Trade Secrets	1	1	http://dubllc.com/about-us/laurel-pope-boone/
Litigation	Trade Secrets	1	9	http://durietangri.com/attorneys/benjamin-b-au
Intellectual Property	Trade Secrets	1	9	http://durietangri.com/attorneys/benjamin-b-au
Litigation	Trade Secrets	1	7	http://dvllp.com/index.php/attorneys/melanie-e-damian
Litigation	Trade Secrets	1	7	http://dvllp.com/index.php/attorneys/melanie-e-damian
Intellectual Property	Trade Secrets	1	7	http://dvllp.com/index.php/attorneys/melanie-e-damian
Intellectual Property	Trade Secrets	1	7	http://dvllp.com/index.php/attorneys/melanie-e-damian
Litigation	Product Liability	1	5	http://ericksenarbuthnot.com/attorney_bios/ALBERT_TERRY_FINCH_III_attorney.htm
Litigation	Product Liability	1	5	http://ericksenarbuthnot.com/attorney_bios/ALBERT_TERRY_FINCH_III_attorney.htm
Litigation	Product Liability	1	5	http://ericksenarbuthnot.com/attorney_bios/ALBERT_TERRY_FINCH_III_attorney.htm
Litigation	Product Liability	1	5	http://ericksenarbuthnot.com/attorney_bios/ALBERT_TERRY_FINCH_III_attorney.htm
Litigation	Product Liability	1	5	http://ericksenarbuthnot.com/attorney_bios/ALBERT_TERRY_FINCH_III_attorney.htm
Litigation	Product Liability	1	5	http://ericksenarbuthnot.com/attorney_bios/ALBERT_TERRY_FINCH_III_attorney.htm
Litigation	Product Liability	1	5	http://ericksenarbuthnot.com/attorney_bios/ALBERT_TERRY_FINCH_III_attorney.htm
Litigation	Product Liability	1	5	http://ericksenarbuthnot.com/attorney_bios/ALBERT_TERRY_FINCH_III_attorney.htm
Litigation	Product Liability	1	5	http://ericksenarbuthnot.com/attorney_bios/ALBERT_TERRY_FINCH_III_attorney.htm
Litigation	Product Liability	1	5	http://ericksenarbuthnot.com/attorney_bios/ALBERT_TERRY_FINCH_III_attorney.htm
Litigation	Product Liability	1	5	http://ericksenarbuthnot.com/attorney_bios/ALBERT_TERRY_FINCH_III_attorney.htm
Litigation	Product Liability	1	5	http://ericksenarbuthnot.com/attorney_bios/ALBERT_TERRY_FINCH_III_attorney.htm
Litigation	Product Liability	1	4	http://ericksenarbuthnot.com/attorney_bios/BRIAN_M_SANDERS_attorney.htm
Litigation	Product Liability	1	4	http://ericksenarbuthnot.com/attorney_bios/BRIAN_M_SANDERS_attorney.htm
Banking	Derivatives	1	10	http://dubllc.com/about-us/jeffrey-b-hunt/
Banking	Derivatives	1	10	http://dubllc.com/about-us/jeffrey-b-hunt/
Banking	Derivatives	1	10	http://dubllc.com/about-us/jeffrey-b-hunt/
Banking	Derivatives	1	10	http://dubllc.com/about-us/jeffrey-b-hunt/
Banking	Derivatives	1	10	http://dubllc.com/about-us/jeffrey-b-hunt/
Banking	Derivatives	1	10	http://dubllc.com/about-us/jeffrey-b-hunt/
Banking	Derivatives	1	10	http://dubllc.com/about-us/jeffrey-b-hunt/
Banking	Derivatives	1	10	http://dubllc.com/about-us/jeffrey-b-hunt/
Banking	Derivatives	1	10	http://dubllc.com/about-us/jeffrey-b-hunt/
Banking	Derivatives	1	10	http://dubllc.com/about-us/jeffrey-b-hunt/
Corporate	Derivatives	1	10	http://dubllc.com/about-us/jeffrey-b-hunt/
Corporate	Derivatives	1	10	http://dubllc.com/about-us/jeffrey-b-hunt/
Corporate	Derivatives	1	10	http://dubllc.com/about-us/jeffrey-b-hunt/
Corporate	Derivatives	1	10	http://dubllc.com/about-us/jeffrey-b-hunt/
Corporate	Derivatives	1	10	http://dubllc.com/about-us/jeffrey-b-hunt/
Corporate	Derivatives	1	10	http://dubllc.com/about-us/jeffrey-b-hunt/
Corporate	Derivatives	1	10	http://dubllc.com/about-us/jeffrey-b-hunt/
Corporate	Derivatives	1	10	http://dubllc.com/about-us/jeffrey-b-hunt/
Corporate	Derivatives	1	10	http://dubllc.com/about-us/jeffrey-b-hunt/
Corporate	Derivatives	1	10	http://dubllc.com/about-us/jeffrey-b-hunt/
Corporate	Non-Profit	1	10	http://dvllp.com/index.php/attorneys/peter-f-valori
Litigation	Trade Secrets	1	6	http://ericksenarbuthnot.com/attorney_bios/MICHAEL_D_OTT_attorney.htm
Litigation	Trade Secrets	1	6	http://ericksenarbuthnot.com/attorney_bios/MICHAEL_D_OTT_attorney.htm
Litigation	Trade Secrets	1	6	http://ericksenarbuthnot.com/attorney_bios/MICHAEL_D_OTT_attorney.htm
Litigation	Trade Secrets	1	6	http://ericksenarbuthnot.com/attorney_bios/MICHAEL_D_OTT_attorney.htm
Litigation	Trade Secrets	1	6	http://ericksenarbuthnot.com/attorney_bios/MICHAEL_D_OTT_attorney.htm
Litigation	Trade Secrets	1	6	http://ericksenarbuthnot.com/attorney_bios/MICHAEL_D_OTT_attorney.htm
Litigation	Trade Secrets	1	6	http://ericksenarbuthnot.com/attorney_bios/MICHAEL_D_OTT_attorney.htm
Intellectual Property	Trade Secrets	1	6	http://ericksenarbuthnot.com/attorney_bios/MICHAEL_D_OTT_attorney.htm
Intellectual Property	Trade Secrets	1	6	http://ericksenarbuthnot.com/attorney_bios/MICHAEL_D_OTT_attorney.htm
Intellectual Property	Trade Secrets	1	6	http://ericksenarbuthnot.com/attorney_bios/MICHAEL_D_OTT_attorney.htm
Intellectual Property	Trade Secrets	1	6	http://ericksenarbuthnot.com/attorney_bios/MICHAEL_D_OTT_attorney.htm
Intellectual Property	Trade Secrets	1	6	http://ericksenarbuthnot.com/attorney_bios/MICHAEL_D_OTT_attorney.htm
Intellectual Property	Trade Secrets	1	6	http://ericksenarbuthnot.com/attorney_bios/MICHAEL_D_OTT_attorney.htm
Intellectual Property	Trade Secrets	1	6	http://ericksenarbuthnot.com/attorney_bios/MICHAEL_D_OTT_attorney.htm
Litigation	Trade Secrets	1	6	http://ericksenarbuthnot.com/attorney_bios/NORMA_PEDROZA_CHAVEZ_attorney.htm
Intellectual Property	Trade Secrets	1	6	http://ericksenarbuthnot.com/attorney_bios/NORMA_PEDROZA_CHAVEZ_attorney.htm
Litigation	Trade Secrets	1	4	http://fischelkahn.com/miller.html
Litigation	Trade Secrets	1	4	http://fischelkahn.com/miller.html
Intellectual Property	Trade Secrets	1	4	http://fischelkahn.com/miller.html
Intellectual Property	Trade Secrets	1	4	http://fischelkahn.com/miller.html
Litigation	Product Liability	1	3	http://ericksenarbuthnot.com/attorney_bios/DAVID_J_FRANKENBERGER_%20JR_attorney.htm
Litigation	Product Liability	1	4	http://ericksenarbuthnot.com/attorney_bios/DAVID_J_FRANKENBERGER_%20JR_attorney.htm
Litigation	Product Liability	1	4	http://ericksenarbuthnot.com/attorney_bios/DAVID_J_FRANKENBERGER_%20JR_attorney.htm
Litigation	Product Liability	1	2	http://fieldshowell.com/attorneys/armando-p-rubio/
Corporate	Non-Profit	1	9	http://fcohenlaw.net/en/attorneys/cohen-law-associates/86-practice-areas/140-timothy-p-powers-o-neill
Banking	Derivatives	1	7	http://fcohenlaw.net/en/attorneys/cohen-law-of-counsel/86-practice-areas/145-douglas-p-lambert
Banking	Derivatives	1	7	http://fcohenlaw.net/en/attorneys/cohen-law-of-counsel/86-practice-areas/145-douglas-p-lambert
Banking	Derivatives	1	7	http://fcohenlaw.net/en/attorneys/cohen-law-of-counsel/86-practice-areas/145-douglas-p-lambert
Banking	Derivatives	1	7	http://fcohenlaw.net/en/attorneys/cohen-law-of-counsel/86-practice-areas/145-douglas-p-lambert
Banking	Derivatives	1	7	http://fcohenlaw.net/en/attorneys/cohen-law-of-counsel/86-practice-areas/145-douglas-p-lambert
Banking	Derivatives	1	7	http://fcohenlaw.net/en/attorneys/cohen-law-of-counsel/86-practice-areas/145-douglas-p-lambert
Banking	Derivatives	1	7	http://fcohenlaw.net/en/attorneys/cohen-law-of-counsel/86-practice-areas/145-douglas-p-lambert
Banking	Derivatives	1	7	http://fcohenlaw.net/en/attorneys/cohen-law-of-counsel/86-practice-areas/145-douglas-p-lambert
Banking	Derivatives	1	7	http://fcohenlaw.net/en/attorneys/cohen-law-of-counsel/86-practice-areas/145-douglas-p-lambert
Banking	Derivatives	1	7	http://fcohenlaw.net/en/attorneys/cohen-law-of-counsel/86-practice-areas/145-douglas-p-lambert
Banking	Derivatives	1	7	http://fcohenlaw.net/en/attorneys/cohen-law-of-counsel/86-practice-areas/145-douglas-p-lambert
Corporate	Derivatives	1	7	http://fcohenlaw.net/en/attorneys/cohen-law-of-counsel/86-practice-areas/145-douglas-p-lambert
Corporate	Derivatives	1	7	http://fcohenlaw.net/en/attorneys/cohen-law-of-counsel/86-practice-areas/145-douglas-p-lambert
